,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015837,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634221,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.973762,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.839816,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.738056,,,0.984743,,0.100000,0.896655,0.101231,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,5.764973,,10.000000,0.100000,0.101779,0.100000,10.000000,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.999885,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.192350,0.100000,1.025583,,,4.172208,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.045552,0.100000,2.341136,,0.844436,10.000000,10.000000,0.625003,10.000000,1.900396,10.000000,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.791691,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.432334,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.390697,5.293136,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.144304,0.100000,,0.975020,0.100000,,,,,,3.751918,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,10.000000,2.308926,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.728048,,,0.100000,0.100000,10.000000,,10.000000,,,7.578008,0.990859,,,,,,,,,,,,,,,,4.203093,,,,,6.816520,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.793037,5.061335,,,,,0.100000,0.514976,1.002945,6.290372,
