,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Mi9,,,,,,5.718381,0.100000,,0.100000,4.403534,,,0.957588,10.000000,0.100000,1.045561,3.558319,1.537810,0.100000,,,,,0.735241,3.958471,10.000000,0.953986,3.979368,2.899320,6.369188,0.989795,,4.442393,7.675581
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.901622,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.733268,1.019985,0.100000,6.163490,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,0.449352,,,,0.982531,,9.558552
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,8.863717,1.299884,4.897614,,,,,1.036186,2.105158,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,6.682557,,0.961814,,,,,6.523609,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,2.419512,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015848,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634230,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.198724,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,3.445337,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,0.100000,,,0.984743,,3.897562,0.895919,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,8.495732,,10.000000,0.100000,0.100000,0.100000,9.098347,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,3.647469
Tm20,,,,,,,,,,10.000000,9.422696,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,0.100000,0.100000,1.025583,,,5.267727,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,4.004427,0.100000,2.875482,,0.844436,9.622665,10.000000,0.625003,10.000000,2.184097,7.443865,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,9.886541,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.665405,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,9.839030,4.251359,5.585248,,0.979901,0.100000,8.597604,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,4.623360,0.100000,,0.975020,0.100000,,,,,,0.100000,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,10.000000,8.553006,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,4.592856,,,0.100000,0.100000,10.000000,,10.000000,,,10.000000,0.990859,,,,,,,,,,,,,,,,1.449042,,,,,4.007348,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.480160,7.361157,,,,,0.100000,0.514976,1.002945,4.540101,
